Mixture	iCAF	mCAF	hsp_tpCAF	IDO_CAF	apCAF	dCAF	Pericyte	tpCAF	vCAF	rCAF	P-value	Correlation	RMSE
mirror_db_sample70	0.35843643410619958	0.07610371835299129	0.04393756083989458	0.07724740666706781	0.02319927977666930	0.09763731676055178	0.15841655627876353	0.03863102733791031	0.10081419053069186	0.02557650934926016	0.00000000000000000	0.99480777359188044	0.32795736487232097
mirror_db_sample71	0.38728822014818509	0.12634900316444331	0.06738525626334640	0.04179246012835153	0.01662527601818540	0.13515474806078973	0.05044912431873832	0.02897327898519467	0.12867167232703983	0.01731096058572597	0.00000000000000000	0.98926911002283702	0.28269217065564073
mirror_db_sample72	0.38844706719730593	0.10793780682412323	0.06386692828015958	0.11217581296837707	0.02166892663813998	0.10926596818540282	0.08529863426257929	0.00000000000000000	0.07216718734021108	0.03917166830370121	0.00000000000000000	0.95047107082823923	0.39037742736402381
mirror_db_sample73	0.33260791973521653	0.14149856356670423	0.10923772209327187	0.05239765516356438	0.01488553123683277	0.10232170172516913	0.09412084121234834	0.02083959096171857	0.10763620156794647	0.02445427273722784	0.00000000000000000	0.98736702992578751	0.33945653424384631
mirror_db_sample74	0.30027461314002890	0.10535916163035969	0.09004913144461243	0.04373780424055516	0.02685761700841121	0.09935045216073139	0.14289844787980022	0.03825862900072796	0.12062926734173846	0.03258487615303469	0.00000000000000000	0.98281531649525922	0.36622376833980319
mirror_db_sample75	0.42161150880938003	0.07258869613580031	0.06997505315763740	0.04342337516626278	0.03602339793084124	0.10527252123791617	0.09585914531186038	0.01680441318607117	0.10178020525566048	0.03666168380857017	0.00000000000000000	0.98208435924279103	0.31599232608691585
mirror_db_sample76	0.37683679429186018	0.15663635506562482	0.06173872485924588	0.00000000000000000	0.02262555751974023	0.13244547157020553	0.08936993015793786	0.01560556758831548	0.10741485460987525	0.03732674433719498	0.00000000000000000	0.98917785225258092	0.30079048858101226
mirror_db_sample77	0.32652814814308867	0.10370702236473804	0.10887600171718297	0.00000000000000000	0.03945079061810104	0.10003483750733005	0.08358317457221741	0.03383515303435450	0.13966734714304449	0.06431752489994275	0.00000000000000000	0.99223923827717930	0.33217095162002391
mirror_db_sample78	0.43298853835282830	0.14391542740689847	0.07969803809340101	0.06990198440139279	0.00776421272590690	0.12516621996025573	0.03258854496389729	0.00000000000000000	0.08086406363799672	0.02711297045742275	0.00000000000000000	0.99273111851979923	0.26427174565579759
mirror_db_sample79	0.32146559076171377	0.14629698979589167	0.12448277767463709	0.03013155879068258	0.02412892235237946	0.10208366229858001	0.08705206555155393	0.02135373032622545	0.10954274834240704	0.03346195410592907	0.00000000000000000	0.99210802862269920	0.33122114255977808
mirror_db_sample80	0.36596301999806646	0.13152886409724776	0.09496075909308258	0.01169245358135650	0.02854940364624586	0.08091590892815864	0.11182675367934178	0.02115957530482091	0.11895310873483607	0.03445015293684341	0.00000000000000000	0.98868334976627636	0.35680916445449479
mirror_db_sample81	0.32418396986751258	0.12322797998606530	0.06956930401994092	0.02835938518616798	0.01987136790158925	0.08778218428757406	0.16649323911834518	0.04422926329825309	0.11001305005976757	0.02627025627478404	0.00000000000000000	0.99424119045067794	0.35825749918053174
mirror_db_sample82	0.42966710933275565	0.08957370666879538	0.05753361422564757	0.00729554298173911	0.02027579376460504	0.09188894554269242	0.14188676263647421	0.03200381481334937	0.08549078178831487	0.04438392824562651	0.00000000000000000	0.99508921704988651	0.30102356886309301
mirror_db_sample83	0.31602727278807841	0.12313588150011913	0.10075245604542649	0.03865702326194989	0.02534525930531777	0.09042161728803026	0.11708702786069561	0.02830112559319000	0.12681106687777574	0.03346126947941679	0.00000000000000000	0.99236980953309750	0.35483246652947587
