GeneSymbol	iCAF	mCAF	tpCAF	vCAF	Pericyte	apCAF	rCAF
ARHGAP29	128.35141855387672649	772.87629292705389616	204.55137648211234591	515.13580268569035070	163.79542735877470250	241.82165253501881352	1251.01391566577285630
ARHGAP42	42.80754817102044996	238.87829457222994733	109.28687743889743444	51.39280953798881058	59.90495799647617758	48.66715921497568331	0.00000000000000000
ARHGDIB	483.59530327995520338	2362.10901827503721506	832.39430575523056177	678.60057857643437274	1980.11765402142418679	102.04989610816807044	333.40007004186929862
ARHGEF1	165.99918352920289522	292.21472206533525195	167.65156655743064107	176.16139375775526332	78.40361010184288659	172.81882286558033002	489.77811512096496926
ARHGEF12	254.40838443080619413	519.61304848895611030	269.43624030622322607	291.95699072746231195	149.67636510042788700	320.47130783226720041	471.97682596804867217
ARHGEF17	156.19440194353421703	577.38497429202470812	190.85213331682007265	178.48058270253832802	75.69622342859524622	67.29841573305766644	0.00000000000000000
ARHGEF25	371.00558304751939431	150.68119057379237802	118.13577249762707311	322.13283621521065925	95.89981509091218470	0.00000000000000000	267.92815465739329284
ARHGEF7	152.01788535541518854	304.22500209570483776	152.52983630489922007	247.67553238569072960	210.16496565798470897	106.57141465629156585	142.83999066306350301
ARID5A	250.24815218991557231	392.99243414469219715	305.49708634216875680	364.67274001033166542	94.82517664321693474	173.56433186092223764	151.91295513327185063
ARIH2	158.36927894972305353	229.66482527960508264	179.55165662621186584	216.23857422565461661	497.54474839416081977	122.53323360233777350	522.84346334587257843
ARL13B	161.39490334315922837	256.16055778726592962	179.88276550937803222	181.85060674704655526	68.91539371894917565	164.25786622775120804	321.39918220044376085
ARL16	462.97446893601517104	405.37266013391467823	366.66524443594346394	262.11257786856737084	211.00121945531154211	210.58755189914981543	765.88082484401263628
ARL2BP	699.94906124809494941	471.50349656943438958	535.67814645102657778	457.96503359425440749	435.96159176368684030	467.03482080478187299	197.12872588980940236
ARL3	693.93457597400185932	781.44284234950657719	772.05737583374502719	586.32348725380802534	280.77488633857763034	336.34646566838029003	465.65400798687005590
ARL4A	202.60083514724888687	129.74553062241673729	368.37160393851854678	115.10274771966702190	421.04683192374761802	260.42533696465534376	2368.33241071522570564
ARL4C	550.88510611714195875	81.89546874236134499	182.09930784171163509	232.81661125430096604	491.38536648878630331	354.83165975446524953	0.00000000000000000
ARL6IP6	155.20117757829834204	308.17271925203414185	325.47825590959160991	87.38441477291935655	94.78831006676050208	147.80015818173291109	0.00000000000000000
ARL8B	319.29608085672174411	300.16680426381338975	262.94200668943716437	324.91228170849120716	125.80152238750312677	393.11674346094184784	209.50445597277342813
ARMC10	223.20042124742317924	75.98869900951386569	142.46608404074902410	62.34446732363110755	246.23079735995241890	95.79096946127361889	444.27355944751218431
ARMCX1	252.75328039346135256	330.74377043144147592	245.72791747382552785	148.30635590148145297	129.55432005352835745	136.07319690537474344	701.27684850632022062
ARMCX3	572.93382710306855188	711.86916116169606994	408.62887960814646249	541.99620536878069288	354.62319955861812559	558.08568955925409227	780.21878976459436217
ARMCX6	251.57225364002374590	415.33565053985154236	186.16075066527281479	269.31468461781059887	166.91119144747779046	117.73443583580623795	334.63800909327352429
ARMT1	87.35315624010733870	112.62713120975543291	190.62506704518264655	97.61829178679860775	72.90034775786082832	9.86216007191003108	235.44307872996216702
ARRB1	63.10824876714622178	122.84078694727662651	45.31359823478139504	99.17259818933658266	47.42969885115798689	79.49488925291905161	28.05938417261308260
ARRB2	38.73731237328289012	86.99833285635953928	71.87984268147053513	62.63185272819417548	345.04517667123383262	37.28229214111335210	51.16513884930830613
ARRDC2	78.42830748763590520	76.48003587964727501	71.99746161700826974	50.24986028525682968	64.85592105475093661	40.30825919022355919	526.62706261364598959
ASAP1	339.78300119374540600	558.26103087612398213	212.36181866777786809	206.09894374293691044	233.32471677078501671	292.98433677153957433	788.20362261676882554
ASGR1	19.23577101903465802	26.03628966414547818	21.96413160036318146	0.00715879749230174	186.10824619642608013	0.00000000000000000	490.08302358610063720
ASL	219.32415675906955244	300.21191097535279368	258.14573567348185179	126.79692208525389674	152.20598114934216483	357.44602845941165015	5.59433141346076468
ASPN	4335.26388889025201934	2634.13433764590263308	1223.50040737648851064	1239.64388760458473371	2178.14182279236456452	683.67373313371865606	0.00000000000000000
ATAD1	213.69882121831332711	325.36981257254649336	202.20417611360903720	243.74497116238080707	221.45752034543465925	195.78118330304596384	51.59701703079553425
ATF1	204.29280294370207116	177.73836550994843719	214.44971187340286178	158.64342233321968934	121.44450562734485288	133.39640002315121592	468.93737419568640235
ATF2	134.65483656138400193	146.58182702354508820	147.05215707444955342	168.47358396304218786	490.82746676929832574	19.21818856446715529	364.65560785938475874
ATF3	273.72329366885088575	393.38343649119269685	230.48723297212694661	354.04918397251128681	412.26109368724411297	555.89560244417486956	8.88368442654715551
ATF5	101.24531347306270845	60.06400550145837514	114.97564393971636321	102.71765265435918479	451.28171553402364680	100.04252915864415741	90.79384130149068710
ATF6	214.64381334616231811	200.73267234269815162	140.37994356651410044	352.28979446369834250	329.52448345538505237	207.95339830503044709	454.61768209298651300
ATG101	511.02300619631938616	281.73969419086552080	489.50919874315798097	380.63486995952808911	670.19242227561437630	508.13330577384175513	18.93438809812858281
ATG12	472.12048064862057117	388.36463037933782516	428.75662051845318956	391.64709668842237988	236.98458209857255952	419.67380868567340713	10.30141163255822967
