NAME	iCAF	mCAF	hsp_tpCAF	IDO_CAF	apCAF	dCAF	Pericyte	tpCAF	vCAF	rCAF
SHOX2	42.32559355606513662	45.07234763497720564	87.47418189733436122	49.06061591960054358	1.00000000000000000	21.18347181777915011	32.63360557074314272	1.00000000000000000	1.00000000000000000	37.86142290882197869
SHPRH	33.36363564208190979	27.27341568848167697	137.81594988712186023	1.00000000000000000	1.00000000000000000	1.00000000000000000	48.47972048184079341	1.00000000000000000	50.20585990152749645	41.40936788829510107
SIDT2	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	19.38377848736985598	44.52839758905972900	1.00000000000000000	1.00000000000000000	1.00000000000000000
SIGMAR1	33.33594244215999680	29.55868150650829307	1.00000000000000000	33.69197379071590603	1.00000000000000000	63.49219432725350742	1.00000000000000000	1.00000000000000000	1.00000000000000000	33.74078178410692175
SIK3	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	35.27762697189867680	1.00000000000000000	1.00000000000000000	1.00000000000000000
SIN3A	1.00000000000000000	1.00000000000000000	1.00000000000000000	23.34107645876798998	1.00000000000000000	25.15808866731986626	30.48179112457373563	1.00000000000000000	1.00000000000000000	36.92212794806869169
SIPA1	1.00000000000000000	1.00000000000000000	1.00000000000000000	27.55526721577970406	1.00000000000000000	31.16861866356180499	51.62106374744561776	1.00000000000000000	34.28365893073342363	1.00000000000000000
SIPA1L1	1.00000000000000000	31.91941325404006946	1.00000000000000000	28.73776807565531755	1.00000000000000000	23.06252422695647297	1.00000000000000000	42.57095769594727841	1.00000000000000000	1.00000000000000000
SIPA1L2	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	35.92695127155178625	1.00000000000000000	35.25040171862005423	1.00000000000000000
SIRPA	28.07957852152861733	1.00000000000000000	1.00000000000000000	26.67227309989336348	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000
SIRT1	40.31681248487919333	1.00000000000000000	94.26655966180101132	1.00000000000000000	1.00000000000000000	1.00000000000000000	35.62530945362583168	1.00000000000000000	45.62085555132520653	56.45393239277846220
SIX1	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	36.95363203410283148	1.00000000000000000	1.00000000000000000	1.00000000000000000
SKA1	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	45.55896039819216270	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000
SKA3	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	32.08024716572847268	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000
SLAMF8	1.00000000000000000	1.00000000000000000	1.00000000000000000	44.81470728477690102	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000
SLC12A2	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	20.09388004506658731	99.80471543191447381	1.00000000000000000	1.00000000000000000	1.00000000000000000
SLC12A4	1.00000000000000000	32.45166599497350290	1.00000000000000000	26.75022140068134036	1.00000000000000000	1.00000000000000000	33.33599228672760972	1.00000000000000000	32.49684968117767880	1.00000000000000000
SLC12A8	1.00000000000000000	1.00000000000000000	1.00000000000000000	31.92862437079837434	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000
SLC15A3	1.00000000000000000	1.00000000000000000	1.00000000000000000	47.09937233128033540	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000
SLC15A4	1.00000000000000000	28.99560250485172830	1.00000000000000000	26.85364325803481123	1.00000000000000000	41.16800608865580102	32.83439380238868210	60.62061976654859308	1.00000000000000000	1.00000000000000000
SLC16A1	51.01701890798308625	45.61500846549637345	93.00328378306089405	46.90158994545669913	1.00000000000000000	50.90919269922270729	1.00000000000000000	106.30620944986348775	1.00000000000000000	1.00000000000000000
